"article_id","title","slug","status","editorial_world","secondary_world","content_format","audience","primary_keyword","search_intent","social_hook","article_promise","unique_angle","original_artifact","source_count","primary_source_count","aplz_mentioned","aplz_primary_topic","aplz_cta","internal_links","word_count","quality_score","freshness","publication_priority"
"A120","サロン・教室・予約型事業の失敗例を先に並べてみる","サロン-教室-予約型事業の失敗例を先に並べてみる-a120","published","P24","仕事と生活を分けることは可能か","F13 実験・検証・対決","特定の目的なく面白い記事を読みたい一般読者","サロン・教室・予約型事業 失敗","サロン・教室・予約型事業について、自分の生活や仕事に引き寄せて理解したい","「サロン・教室・予約型事業って、そういう見方があったのか」と人に送りたくなる","サロン・教室・予約型事業を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","true","related hub; related article","900","86","2026-06","P3"
"A121","民泊・宿・観光は、誰のために続いているのか","民泊-宿-観光は-誰のために続いているのか-a121","published","P25","効率化は常に正しいのか","F14 ビジュアル解説","中学生・高校生・高専生","民泊・宿・観光 なぜ","民泊・宿・観光について、自分の生活や仕事に引き寄せて理解したい","「民泊・宿・観光って、そういう見方があったのか」と人に送りたくなる","民泊・宿・観光を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A122","なぜ民泊・宿・観光は、少しだけ面倒なまま残るのか","なぜ民泊-宿-観光は-少しだけ面倒なまま残るのか-a122","published","P25","不便には価値があるのか","F15 診断・クイズ","大学生","民泊・宿・観光 方法","民泊・宿・観光について、自分の生活や仕事に引き寄せて理解したい","「民泊・宿・観光って、そういう見方があったのか」と人に送りたくなる","民泊・宿・観光を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","true","false","false","related hub; related article","900","86","2026-06","P3"
"A123","民泊・宿・観光を一人で抱えないための小さな表","民泊-宿-観光を一人で抱えないための小さな表-a123","published","P25","誰にも評価されない仕事とは何か","F16 投稿・Q&A・相談","教員・学校職員","民泊・宿・観光 チェックリスト","民泊・宿・観光について、自分の生活や仕事に引き寄せて理解したい","「民泊・宿・観光って、そういう見方があったのか」と人に送りたくなる","民泊・宿・観光を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A124","民泊・宿・観光で最初に迷う場所を見取り図にする","民泊-宿-観光で最初に迷う場所を見取り図にする-a124","published","P25","道具が人の行動をどう変えるか","F17 歴史・文化・由来","保護者・PTA","民泊・宿・観光 仕組み","民泊・宿・観光について、自分の生活や仕事に引き寄せて理解したい","「民泊・宿・観光って、そういう見方があったのか」と人に送りたくなる","民泊・宿・観光を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A125","民泊・宿・観光の失敗例を先に並べてみる","民泊-宿-観光の失敗例を先に並べてみる-a125","published","P25","人はなぜ古い方法を使い続けるのか","F18 ニュース・トレンド分析","町内会・自治会関係者","民泊・宿・観光 失敗","民泊・宿・観光について、自分の生活や仕事に引き寄せて理解したい","「民泊・宿・観光って、そういう見方があったのか」と人に送りたくなる","民泊・宿・観光を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A126","お金・価格・会計は、誰のために続いているのか","お金-価格-会計は-誰のために続いているのか-a126","published","P26","小さいことへ時間を使う意味","F03 解説・仕組み","地域イベント運営者","お金・価格・会計 なぜ","お金・価格・会計について、自分の生活や仕事に引き寄せて理解したい","「お金・価格・会計って、そういう見方があったのか」と人に送りたくなる","お金・価格・会計を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A127","なぜお金・価格・会計は、少しだけ面倒なまま残るのか","なぜお金-価格-会計は-少しだけ面倒なまま残るのか-a127","published","P26","地域とテクノロジーの距離","F01 検索回答記事","個人事業主","お金・価格・会計 方法","お金・価格・会計について、自分の生活や仕事に引き寄せて理解したい","「お金・価格・会計って、そういう見方があったのか」と人に送りたくなる","お金・価格・会計を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A128","お金・価格・会計を一人で抱えないための小さな表","お金-価格-会計を一人で抱えないための小さな表-a128","published","P26","人に頼ることと仕組みに頼ること","F02 手順・ハウツー","副業を始めたい人","お金・価格・会計 チェックリスト","お金・価格・会計について、自分の生活や仕事に引き寄せて理解したい","「お金・価格・会計って、そういう見方があったのか」と人に送りたくなる","お金・価格・会計を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A129","お金・価格・会計で最初に迷う場所を見取り図にする","お金-価格-会計で最初に迷う場所を見取り図にする-a129","published","P26","記録することと忘れること","F03 解説・仕組み","小規模店舗の店主","お金・価格・会計 仕組み","お金・価格・会計について、自分の生活や仕事に引き寄せて理解したい","「お金・価格・会計って、そういう見方があったのか」と人に送りたくなる","お金・価格・会計を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A130","お金・価格・会計の失敗例を先に並べてみる","お金-価格-会計の失敗例を先に並べてみる-a130","published","P26","便利さとプライバシー","F04 比較・選択・判断","飲食店・キッチンカー運営者","お金・価格・会計 失敗","お金・価格・会計について、自分の生活や仕事に引き寄せて理解したい","「お金・価格・会計って、そういう見方があったのか」と人に送りたくなる","お金・価格・会計を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A131","販売・広報・マーケティングは、誰のために続いているのか","販売-広報-マーケティングは-誰のために続いているのか-a131","published","P27","子どもと大人で見える仕組みの違い","F05 チェックリスト・テンプレート","サロン・教室運営者","販売・広報・マーケティング なぜ","販売・広報・マーケティングについて、自分の生活や仕事に引き寄せて理解したい","「販売・広報・マーケティングって、そういう見方があったのか」と人に送りたくなる","販売・広報・マーケティングを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A132","なぜ販売・広報・マーケティングは、少しだけ面倒なまま残るのか","なぜ販売-広報-マーケティングは-少しだけ面倒なまま残るのか-a132","published","P27","一人の問題は社会の問題になり得るか","F06 無料ツール・計算機","民泊・観光関係者","販売・広報・マーケティング 方法","販売・広報・マーケティングについて、自分の生活や仕事に引き寄せて理解したい","「販売・広報・マーケティングって、そういう見方があったのか」と人に送りたくなる","販売・広報・マーケティングを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A133","販売・広報・マーケティングを一人で抱えないための小さな表","販売-広報-マーケティングを一人で抱えないための小さな表-a133","published","P27","成功より失敗から何を学べるか","F07 図鑑・データベース","フリーランス・クリエイター","販売・広報・マーケティング チェックリスト","販売・広報・マーケティングについて、自分の生活や仕事に引き寄せて理解したい","「販売・広報・マーケティングって、そういう見方があったのか」と人に送りたくなる","販売・広報・マーケティングを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","true","false","false","related hub; related article","900","86","2026-06","P3"
"A134","販売・広報・マーケティングで最初に迷う場所を見取り図にする","販売-広報-マーケティングで最初に迷う場所を見取り図にする-a134","published","P27","無料で提供する範囲はどこまでか","F09 密着・一日・現場ルポ","エンジニア・開発者","販売・広報・マーケティング 仕組み","販売・広報・マーケティングについて、自分の生活や仕事に引き寄せて理解したい","「販売・広報・マーケティングって、そういう見方があったのか」と人に送りたくなる","販売・広報・マーケティングを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A135","販売・広報・マーケティングの失敗例を先に並べてみる","販売-広報-マーケティングの失敗例を先に並べてみる-a135","published","P27","仕事と生活を分けることは可能か","F10 制作ドキュメンタリー","技術に詳しくない事務担当者","販売・広報・マーケティング 失敗","販売・広報・マーケティングについて、自分の生活や仕事に引き寄せて理解したい","「販売・広報・マーケティングって、そういう見方があったのか」と人に送りたくなる","販売・広報・マーケティングを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A136","町内会・自治会・PTAは、誰のために続いているのか","町内会-自治会-ptaは-誰のために続いているのか-a136","published","P28","効率化は常に正しいのか","F11 エッセー・論考・問題提起","チームやプロジェクトの責任者","町内会・自治会・PTA なぜ","町内会・自治会・PTAについて、自分の生活や仕事に引き寄せて理解したい","「町内会・自治会・PTAって、そういう見方があったのか」と人に送りたくなる","町内会・自治会・PTAを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A137","なぜ町内会・自治会・PTAは、少しだけ面倒なまま残るのか","なぜ町内会-自治会-ptaは-少しだけ面倒なまま残るのか-a137","published","P28","不便には価値があるのか","F12 データ記事・白書","NPO・ボランティア関係者","町内会・自治会・PTA 方法","町内会・自治会・PTAについて、自分の生活や仕事に引き寄せて理解したい","「町内会・自治会・PTAって、そういう見方があったのか」と人に送りたくなる","町内会・自治会・PTAを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","true","related hub; related article","900","86","2026-06","P3"
"A138","町内会・自治会・PTAを一人で抱えないための小さな表","町内会-自治会-ptaを一人で抱えないための小さな表-a138","published","P28","誰にも評価されない仕事とは何か","F13 実験・検証・対決","地方・田舎で暮らす人","町内会・自治会・PTA チェックリスト","町内会・自治会・PTAについて、自分の生活や仕事に引き寄せて理解したい","「町内会・自治会・PTAって、そういう見方があったのか」と人に送りたくなる","町内会・自治会・PTAを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A139","町内会・自治会・PTAで最初に迷う場所を見取り図にする","町内会-自治会-ptaで最初に迷う場所を見取り図にする-a139","published","P28","道具が人の行動をどう変えるか","F14 ビジュアル解説","家族や共同生活を運営する人","町内会・自治会・PTA 仕組み","町内会・自治会・PTAについて、自分の生活や仕事に引き寄せて理解したい","「町内会・自治会・PTAって、そういう見方があったのか」と人に送りたくなる","町内会・自治会・PTAを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A140","町内会・自治会・PTAの失敗例を先に並べてみる","町内会-自治会-ptaの失敗例を先に並べてみる-a140","published","P28","人はなぜ古い方法を使い続けるのか","F15 診断・クイズ","特定の目的なく面白い記事を読みたい一般読者","町内会・自治会・PTA 失敗","町内会・自治会・PTAについて、自分の生活や仕事に引き寄せて理解したい","「町内会・自治会・PTAって、そういう見方があったのか」と人に送りたくなる","町内会・自治会・PTAを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A141","地域イベント・祭り・ボランティアは、誰のために続いているのか","地域イベント-祭り-ボランティアは-誰のために続いているのか-a141","published","P29","小さいことへ時間を使う意味","F16 投稿・Q&A・相談","中学生・高校生・高専生","地域イベント・祭り・ボランティア なぜ","地域イベント・祭り・ボランティアについて、自分の生活や仕事に引き寄せて理解したい","「地域イベント・祭り・ボランティアって、そういう見方があったのか」と人に送りたくなる","地域イベント・祭り・ボランティアを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A142","なぜ地域イベント・祭り・ボランティアは、少しだけ面倒なまま残るのか","なぜ地域イベント-祭り-ボランティアは-少しだけ面倒なまま残るのか-a142","published","P29","地域とテクノロジーの距離","F17 歴史・文化・由来","大学生","地域イベント・祭り・ボランティア 方法","地域イベント・祭り・ボランティアについて、自分の生活や仕事に引き寄せて理解したい","「地域イベント・祭り・ボランティアって、そういう見方があったのか」と人に送りたくなる","地域イベント・祭り・ボランティアを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A143","地域イベント・祭り・ボランティアを一人で抱えないための小さな表","地域イベント-祭り-ボランティアを一人で抱えないための小さな表-a143","published","P29","人に頼ることと仕組みに頼ること","F18 ニュース・トレンド分析","教員・学校職員","地域イベント・祭り・ボランティア チェックリスト","地域イベント・祭り・ボランティアについて、自分の生活や仕事に引き寄せて理解したい","「地域イベント・祭り・ボランティアって、そういう見方があったのか」と人に送りたくなる","地域イベント・祭り・ボランティアを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A144","地域イベント・祭り・ボランティアで最初に迷う場所を見取り図にする","地域イベント-祭り-ボランティアで最初に迷う場所を見取り図にする-a144","published","P29","記録することと忘れること","F03 解説・仕組み","保護者・PTA","地域イベント・祭り・ボランティア 仕組み","地域イベント・祭り・ボランティアについて、自分の生活や仕事に引き寄せて理解したい","「地域イベント・祭り・ボランティアって、そういう見方があったのか」と人に送りたくなる","地域イベント・祭り・ボランティアを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","true","false","false","related hub; related article","900","86","2026-06","P3"
"A145","地域イベント・祭り・ボランティアの失敗例を先に並べてみる","地域イベント-祭り-ボランティアの失敗例を先に並べてみる-a145","published","P29","便利さとプライバシー","F01 検索回答記事","町内会・自治会関係者","地域イベント・祭り・ボランティア 失敗","地域イベント・祭り・ボランティアについて、自分の生活や仕事に引き寄せて理解したい","「地域イベント・祭り・ボランティアって、そういう見方があったのか」と人に送りたくなる","地域イベント・祭り・ボランティアを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A146","田舎・地方・小さな町は、誰のために続いているのか","田舎-地方-小さな町は-誰のために続いているのか-a146","published","P30","子どもと大人で見える仕組みの違い","F02 手順・ハウツー","地域イベント運営者","田舎・地方・小さな町 なぜ","田舎・地方・小さな町について、自分の生活や仕事に引き寄せて理解したい","「田舎・地方・小さな町って、そういう見方があったのか」と人に送りたくなる","田舎・地方・小さな町を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A147","なぜ田舎・地方・小さな町は、少しだけ面倒なまま残るのか","なぜ田舎-地方-小さな町は-少しだけ面倒なまま残るのか-a147","published","P30","一人の問題は社会の問題になり得るか","F03 解説・仕組み","個人事業主","田舎・地方・小さな町 方法","田舎・地方・小さな町について、自分の生活や仕事に引き寄せて理解したい","「田舎・地方・小さな町って、そういう見方があったのか」と人に送りたくなる","田舎・地方・小さな町を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A148","田舎・地方・小さな町を一人で抱えないための小さな表","田舎-地方-小さな町を一人で抱えないための小さな表-a148","published","P30","成功より失敗から何を学べるか","F04 比較・選択・判断","副業を始めたい人","田舎・地方・小さな町 チェックリスト","田舎・地方・小さな町について、自分の生活や仕事に引き寄せて理解したい","「田舎・地方・小さな町って、そういう見方があったのか」と人に送りたくなる","田舎・地方・小さな町を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A149","田舎・地方・小さな町で最初に迷う場所を見取り図にする","田舎-地方-小さな町で最初に迷う場所を見取り図にする-a149","published","P30","無料で提供する範囲はどこまでか","F05 チェックリスト・テンプレート","小規模店舗の店主","田舎・地方・小さな町 仕組み","田舎・地方・小さな町について、自分の生活や仕事に引き寄せて理解したい","「田舎・地方・小さな町って、そういう見方があったのか」と人に送りたくなる","田舎・地方・小さな町を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A150","田舎・地方・小さな町の失敗例を先に並べてみる","田舎-地方-小さな町の失敗例を先に並べてみる-a150","published","P30","仕事と生活を分けることは可能か","F06 無料ツール・計算機","飲食店・キッチンカー運営者","田舎・地方・小さな町 失敗","田舎・地方・小さな町について、自分の生活や仕事に引き寄せて理解したい","「田舎・地方・小さな町って、そういう見方があったのか」と人に送りたくなる","田舎・地方・小さな町を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A151","公共・福祉・支え合いは、誰のために続いているのか","公共-福祉-支え合いは-誰のために続いているのか-a151","published","P31","効率化は常に正しいのか","F07 図鑑・データベース","サロン・教室運営者","公共・福祉・支え合い なぜ","公共・福祉・支え合いについて、自分の生活や仕事に引き寄せて理解したい","「公共・福祉・支え合いって、そういう見方があったのか」と人に送りたくなる","公共・福祉・支え合いを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A152","なぜ公共・福祉・支え合いは、少しだけ面倒なまま残るのか","なぜ公共-福祉-支え合いは-少しだけ面倒なまま残るのか-a152","published","P31","不便には価値があるのか","F09 密着・一日・現場ルポ","民泊・観光関係者","公共・福祉・支え合い 方法","公共・福祉・支え合いについて、自分の生活や仕事に引き寄せて理解したい","「公共・福祉・支え合いって、そういう見方があったのか」と人に送りたくなる","公共・福祉・支え合いを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A153","公共・福祉・支え合いを一人で抱えないための小さな表","公共-福祉-支え合いを一人で抱えないための小さな表-a153","published","P31","誰にも評価されない仕事とは何か","F10 制作ドキュメンタリー","フリーランス・クリエイター","公共・福祉・支え合い チェックリスト","公共・福祉・支え合いについて、自分の生活や仕事に引き寄せて理解したい","「公共・福祉・支え合いって、そういう見方があったのか」と人に送りたくなる","公共・福祉・支え合いを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A154","公共・福祉・支え合いで最初に迷う場所を見取り図にする","公共-福祉-支え合いで最初に迷う場所を見取り図にする-a154","published","P31","道具が人の行動をどう変えるか","F11 エッセー・論考・問題提起","エンジニア・開発者","公共・福祉・支え合い 仕組み","公共・福祉・支え合いについて、自分の生活や仕事に引き寄せて理解したい","「公共・福祉・支え合いって、そういう見方があったのか」と人に送りたくなる","公共・福祉・支え合いを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","true","related hub; related article","900","86","2026-06","P3"
"A155","公共・福祉・支え合いの失敗例を先に並べてみる","公共-福祉-支え合いの失敗例を先に並べてみる-a155","published","P31","人はなぜ古い方法を使い続けるのか","F12 データ記事・白書","技術に詳しくない事務担当者","公共・福祉・支え合い 失敗","公共・福祉・支え合いについて、自分の生活や仕事に引き寄せて理解したい","「公共・福祉・支え合いって、そういう見方があったのか」と人に送りたくなる","公共・福祉・支え合いを、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","true","false","false","related hub; related article","900","86","2026-06","P3"
"A156","環境・修理・再利用は、誰のために続いているのか","環境-修理-再利用は-誰のために続いているのか-a156","published","P32","小さいことへ時間を使う意味","F13 実験・検証・対決","チームやプロジェクトの責任者","環境・修理・再利用 なぜ","環境・修理・再利用について、自分の生活や仕事に引き寄せて理解したい","「環境・修理・再利用って、そういう見方があったのか」と人に送りたくなる","環境・修理・再利用を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","会話台本","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A157","なぜ環境・修理・再利用は、少しだけ面倒なまま残るのか","なぜ環境-修理-再利用は-少しだけ面倒なまま残るのか-a157","published","P32","地域とテクノロジーの距離","F14 ビジュアル解説","NPO・ボランティア関係者","環境・修理・再利用 方法","環境・修理・再利用について、自分の生活や仕事に引き寄せて理解したい","「環境・修理・再利用って、そういう見方があったのか」と人に送りたくなる","環境・修理・再利用を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","観察メモ","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A158","環境・修理・再利用を一人で抱えないための小さな表","環境-修理-再利用を一人で抱えないための小さな表-a158","published","P32","人に頼ることと仕組みに頼ること","F15 診断・クイズ","地方・田舎で暮らす人","環境・修理・再利用 チェックリスト","環境・修理・再利用について、自分の生活や仕事に引き寄せて理解したい","「環境・修理・再利用って、そういう見方があったのか」と人に送りたくなる","環境・修理・再利用を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","判断チャート","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
"A159","環境・修理・再利用で最初に迷う場所を見取り図にする","環境-修理-再利用で最初に迷う場所を見取り図にする-a159","published","P32","記録することと忘れること","F16 投稿・Q&A・相談","家族や共同生活を運営する人","環境・修理・再利用 仕組み","環境・修理・再利用について、自分の生活や仕事に引き寄せて理解したい","「環境・修理・再利用って、そういう見方があったのか」と人に送りたくなる","環境・修理・再利用を、今日見直せる具体物に変える","道具ではなく、人の迷いと例外から見る","チェックリスト","4","1","false","false","false","related hub; related article","900","86","2026-06","P3"
